response_id,date_submitted,last_page,start_language,seed,what_industry_does_your_company_belong_to?_,what_industry_does_your_company_belong_to?__[other],what_is_your_role_in_the_company?_,what_is_your_role_in_the_company?__[other],what_is_the_size_of_your_company?_,which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years?_(select_all_that_apply)__[natural_disasters],which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years?_(select_all_that_apply)__[supplier_failures],which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years?_(select_all_that_apply)__[cybersecurity_threats],"which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years?_(select_all_that_apply)__[global_crises_(e.g.,_covid-19,_trade_wars)]",which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years?_(select_all_that_apply)__[transportation_delays],which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years?_(select_all_that_apply)__[other],how_did_your_company_respond_to_these_disruptions?_(select_all_that_apply)__[increased_inventory_buffers],how_did_your_company_respond_to_these_disruptions?_(select_all_that_apply)__[diversified_suppliers],how_did_your_company_respond_to_these_disruptions?_(select_all_that_apply)__[implemented_new_technologies],how_did_your_company_respond_to_these_disruptions?_(select_all_that_apply)__[other],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[artificial_intelligence_(ai)],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[internet_of_things_(iot)],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[blockchain],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[cloud_computing],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[robotics_&amp;_automation],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[big_data_analytics],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[simulation],which_technologies_does_your_company_currently_use_for_supply_chain_resilience?_(select_all_that_apply)__[other],"to_what_extent_has_your_company_implemented_the_following_technologies?_(likert_scale:_1_-_not_implemented,_5_-_fully_implemented)__[ai]","to_what_extent_has_your_company_implemented_the_following_technologies?_(likert_scale:_1_-_not_implemented,_5_-_fully_implemented)__[iot]","to_what_extent_has_your_company_implemented_the_following_technologies?_(likert_scale:_1_-_not_implemented,_5_-_fully_implemented)__[blockchain]","to_what_extent_has_your_company_implemented_the_following_technologies?_(likert_scale:_1_-_not_implemented,_5_-_fully_implemented)__[cloud_computing]","to_what_extent_has_your_company_implemented_the_following_technologies?_(likert_scale:_1_-_not_implemented,_5_-_fully_implemented)__[robotics_&amp;_automation]","to_what_extent_has_your_company_implemented_the_following_technologies?_(likert_scale:_1_-_not_implemented,_5_-_fully_implemented)__[big_data_analytics]",which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_1],which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_2],which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_3],which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_4],which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_5],which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_6],which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience?_(rank_from_most_to_least_effective)__[rank_7],"if_you_selected_'other'_in_the_previous_question,_please_specify_the_technology._otherwise,_you_may_leave_this_blank.",what_were_the_main_challenges_in_implementing_these_technologies?_(select_all_that_apply)__[high_implementation_costs],what_were_the_main_challenges_in_implementing_these_technologies?_(select_all_that_apply)__[lack_of_skilled_workforce],what_were_the_main_challenges_in_implementing_these_technologies?_(select_all_that_apply)__[integration_issues],what_were_the_main_challenges_in_implementing_these_technologies?_(select_all_that_apply)__[resistance_to_change],what_were_the_main_challenges_in_implementing_these_technologies?_(select_all_that_apply)__[other],"to_what_extent_have_new_technologies_improved_communication_and_coordination_with_your_suppliers_and_partners?(1_-_not_at_all,_2_-_slightly,_3_-_moderately,_4_-_highly,_5_-_very_high.)_","which_technologies_have_enhanced_collaboration_in_your_supply_chain?_[cloud-based_platforms_(e.g.,_erp,_scm_software)]",which_technologies_have_enhanced_collaboration_in_your_supply_chain?_[blockchain_for_transparency],which_technologies_have_enhanced_collaboration_in_your_supply_chain?_[ai-powered_predictive_analytics],which_technologies_have_enhanced_collaboration_in_your_supply_chain?_[iot_for_real-time_tracking],which_technologies_have_enhanced_collaboration_in_your_supply_chain?_[digital_twin_&amp;_simulations],which_technologies_have_enhanced_collaboration_in_your_supply_chain?_[other],"how_effectively_have_new_technologies_helped_in_information_sharing_and_real-time_decision-making_across_your_supply_chain? (1_-_not_at_all,_2_-_slightly,_3_-_moderately,_4_-_highly,_5_-_very_high.)",please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision-making_and_control_mechanisms_within_your_supply_chain._[rank_1],please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision-making_and_control_mechanisms_within_your_supply_chain._[rank_2],please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision-making_and_control_mechanisms_within_your_supply_chain._[rank_3],please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision-making_and_control_mechanisms_within_your_supply_chain._[rank_4],please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision-making_and_control_mechanisms_within_your_supply_chain._[rank_5],"if_you_think_another_field_of_action_is_important_for_decision-making_and_control_mechanisms,_please_specify_below.",are_there_any_additional_decision-making_challenges_or_priorities_you_would_like_to_highlight?,what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies?_(select_all_that_apply)__[financial_constraints],what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies?_(select_all_that_apply)__[technical_challenges],what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies?_(select_all_that_apply)__[regulatory_issues],what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies?_(select_all_that_apply)__[uncertainty_about_roi],what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies?_(select_all_that_apply)__[other],are_there_any_emerging_technologies_your_company_is_considering_for_future_adoption?__,do_you_have_any_further_insights_on_how_technology_can_improve_supply_chain_resilience?__
1,,,en,2078637252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,de-easy,262751971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,de-easy,416692272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,1,de-easy,791071402,Other,Planungsbranche,Other,Personalverwaltung,Medium (50-500 employees),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,1,en,1721395889,Automotive,,Supply Chain Manager,,Large (>500 employees),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1/1/1980,8,de-easy,927430128,Other,Dienstleistungen,IT Specialist,,Small (<50 employees),No,Yes,No,Yes,Yes,,Yes,Yes,No,,,,,,,,,,3 - Pilot Conducted,5 - Fully Implemented,1 -  Not Implemented,4 - Mostly Implemented,4 - Mostly Implemented,3 - Pilot Conducted,,,,,,,,3D Druck / Additive Fertigung,No,No,Yes,Yes,,3,Yes,No,No,Yes,Yes,,4,,,,,,Vertrauenswürdige Systeme (Chain of trust),Vertrauenswürdige Systeme,Yes,No,No,Yes,Überzeugung des Managements,Quantencomputing,
7,,2,de-easy,1843023622,Other,Maschinenbau,Other,Logistikexperte,Large (>500 employees),No,Yes,Yes,Yes,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,4,de-easy,814322232,Other,Bauindustrie,Other,Gesamtprojektleiter,Large (>500 employees),No,Yes,No,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,3 - Pilot Conducted,2 - Planning to Implement,1 -  Not Implemented,1 -  Not Implemented,1 -  Not Implemented,1 -  Not Implemented,,,,,,,,*,No,Yes,No,Yes,,4,No,No,Yes,Yes,No,,3,,,,,,,,,,,,,,
9,,,de-easy,483946799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,de-easy,1789085499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,4,de-easy,206238085,Other,Bau,Other,Einiauf,Large (>500 employees),No,No,No,Yes,No,,Yes,No,No,,,,,,,,,,3 - Pilot Conducted,2 - Planning to Implement,4 - Mostly Implemented,1 -  Not Implemented,1 -  Not Implemented,2 - Planning to Implement,,,,,,,,.,No,Yes,No,No,,4,Yes,No,No,No,No,,2,,,,,,,,,,,,,,
12,,,en,1579331330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1/1/1980,8,en,1809467868,Consumer Goods,,Supply Chain Manager,,Medium (50-500 employees),No,No,No,Yes,No,,No,No,Yes,,,,,,,,,,2 - Planning to Implement,2 - Planning to Implement,1 -  Not Implemented,2 - Planning to Implement,1 -  Not Implemented,5 - Fully Implemented,,,,,,,,Big data analysis,Yes,No,No,No,,4,Yes,No,No,No,No,,3,,,,,,Proper Maintenance of machines,Monitoring the supply chain begin to end. ,Yes,No,No,No,,Yes,
14,,2,de-easy,2027617643,Other,Milchwirtschaft ,Operations Manager,,Large (>500 employees),Yes,No,No,Yes,No,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,en,1240001148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,en,1805242232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1/1/1980,8,en,1486095683,Other,FMCG,Operations Manager,,Large (>500 employees),No,No,No,Yes,No,,No,Yes,No,,,,,,,,,,2 - Planning to Implement,1 -  Not Implemented,1 -  Not Implemented,1 -  Not Implemented,4 - Mostly Implemented,4 - Mostly Implemented,,,,,,,,Robitics ,No,Yes,No,No,,3,Yes,No,No,No,No,,4,,,,,,Single chain controlling ,No ,No,Yes,No,No,,Yes,
18,1/1/1980,8,en,1525623172,Other,Food processing plant ,Other,Machine operator ,Large (>500 employees),Yes,No,No,No,No,,No,No,Yes,,,,,,,,,,2 - Planning to Implement,2 - Planning to Implement,3 - Pilot Conducted,3 - Pilot Conducted,5 - Fully Implemented,4 - Mostly Implemented,,,,,,,,Nil ,Yes,No,No,No,,4,No,No,No,No,Yes,,4,,,,,,Yes ,Yes ,No,Yes,No,No,,Yei,
19,1/1/1980,8,en,1552933143,Other,Food Manufacturing,Other,Machine Operator,Large (>500 employees),No,No,No,Yes,No,,No,No,Yes,,,,,,,,,,4 - Mostly Implemented,4 - Mostly Implemented,4 - Mostly Implemented,4 - Mostly Implemented,4 - Mostly Implemented,4 - Mostly Implemented,,,,,,,,T,No,No,Yes,No,,4,Yes,No,No,No,No,,4,,,,,,F,U,No,Yes,No,No,,A,
20,,7,en,466398761,Consumer Goods,,Operations Manager,,Large (>500 employees),Yes,No,No,No,No,,No,Yes,No,,,,,,,,,,1 -  Not Implemented,3 - Pilot Conducted,3 - Pilot Conducted,3 - Pilot Conducted,2 - Planning to Implement,2 - Planning to Implement,,,,,,,,K,No,Yes,No,No,,3,No,No,Yes,No,No,,4,,,,,,Ok,Nothing ,Yes,No,No,No,,Ok,
21,,,en,877521008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,en,364426011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,en,331670082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,2,en,772968137,Other,Freight Forwarding Agents,Other,Ops Executive ,Large (>500 employees),Yes,No,No,No,Yes,,No,No,Yes,Shipment movement like Routing re arranged ,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,
