response_id,date_submitted,last_page,start_language,seed,what_industry_does_your_company_belong_to,what_industry_does_your_company_belong_to_other,what_is_your_role_in_the_company,what_is_your_role_in_the_company_other,what_is_the_size_of_your_company,natural_disasters,supplier_failures,cybersecurity_threats,global_crises,transportation_delays,which_types_of_disruptions_have_significantly_impacted_your_supply_chain_in_the_past_five_years_select_all_that_apply_other,how_did_your_company_respond_to_these_disruptions_select_all_that_apply_increased_inventory_buffers,how_did_your_company_respond_to_these_disruptions_select_all_that_apply_diversified_suppliers,how_did_your_company_respond_to_these_disruptions_select_all_that_apply_implemented_new_technologies,how_did_your_company_respond_to_these_disruptions_select_all_that_apply_other,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_artificial_intelligence_ai,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_internet_of_things_iot,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_blockchain,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_cloud_computing,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_robotics_amp_automation,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_big_data_analytics,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_simulation,which_technologies_does_your_company_currently_use_for_supply_chain_resilience_select_all_that_apply_other,to_what_extent_has_your_company_implemented_the_following_technologies_likert_scale_1_not_implemented_5_fully_implemented_ai,to_what_extent_has_your_company_implemented_the_following_technologies_likert_scale_1_not_implemented_5_fully_implemented_iot,to_what_extent_has_your_company_implemented_the_following_technologies_likert_scale_1_not_implemented_5_fully_implemented_blockchain,to_what_extent_has_your_company_implemented_the_following_technologies_likert_scale_1_not_implemented_5_fully_implemented_cloud_computing,to_what_extent_has_your_company_implemented_the_following_technologies_likert_scale_1_not_implemented_5_fully_implemented_robotics_amp_automation,to_what_extent_has_your_company_implemented_the_following_technologies_likert_scale_1_not_implemented_5_fully_implemented_big_data_analytics,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_1,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_2,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_3,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_4,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_5,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_6,which_of_these_technologies_have_had_the_most_positive_impact_on_supply_chain_resilience_rank_from_most_to_least_effective_rank_7,if_you_selected_other_in_the_previous_question_please_specify_the_technology_otherwise_you_may_leave_this_blank,what_were_the_main_challenges_in_implementing_these_technologies_select_all_that_apply_high_implementation_costs,what_were_the_main_challenges_in_implementing_these_technologies_select_all_that_apply_lack_of_skilled_workforce,what_were_the_main_challenges_in_implementing_these_technologies_select_all_that_apply_integration_issues,what_were_the_main_challenges_in_implementing_these_technologies_select_all_that_apply_resistance_to_change,what_were_the_main_challenges_in_implementing_these_technologies_select_all_that_apply_other,to_what_extent_have_new_technologies_improved_communication_and_coordination_with_your_suppliers_and_partners_1_not_at_all_2_slightly_3_moderately_4_highly_5_very_high,which_technologies_have_enhanced_collaboration_in_your_supply_chain_cloud_based_platforms_e_g_erp_scm_software,which_technologies_have_enhanced_collaboration_in_your_supply_chain_blockchain_for_transparency,which_technologies_have_enhanced_collaboration_in_your_supply_chain_ai_powered_predictive_analytics,which_technologies_have_enhanced_collaboration_in_your_supply_chain_iot_for_real_time_tracking,which_technologies_have_enhanced_collaboration_in_your_supply_chain_digital_twin_amp_simulations,which_technologies_have_enhanced_collaboration_in_your_supply_chain_other,how_effectively_have_new_technologies_helped_in_information_sharing_and_real_time_decision_making_across_your_supply_chain_1_not_at_all_2_slightly_3_moderately_4_highly_5_very_high,please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision_making_and_control_mechanisms_within_your_supply_chain_rank_1,please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision_making_and_control_mechanisms_within_your_supply_chain_rank_2,please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision_making_and_control_mechanisms_within_your_supply_chain_rank_3,please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision_making_and_control_mechanisms_within_your_supply_chain_rank_4,please_prioritize_the_following_fields_of_action_in_order_of_their_importance_for_enhancing_decision_making_and_control_mechanisms_within_your_supply_chain_rank_5,if_you_think_another_field_of_action_is_important_for_decision_making_and_control_mechanisms_please_specify_below,are_there_any_additional_decision_making_challenges_or_priorities_you_would_like_to_highlight,what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies_select_all_that_apply_financial_constraints,what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies_select_all_that_apply_technical_challenges,what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies_select_all_that_apply_regulatory_issues,what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies_select_all_that_apply_uncertainty_about_roi,what_are_the_biggest_barriers_preventing_further_adoption_of_these_technologies_select_all_that_apply_other,are_there_any_emerging_technologies_your_company_is_considering_for_future_adoption,do_you_have_any_further_insights_on_how_technology_can_improve_supply_chain_resilience,industry_group,ai_impact_score,iot_impact_score,blockchain_impact_score,cloud_computing_impact_score,robotics_impact_score,big_data_impact_score,simulation_impact_score,disruption_count,tech_adoption_count,resilience_score,high_tech_company
1,,,en,2078637252,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
2,,,de-easy,262751971,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
3,,,de-easy,416692272,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
4,,1.0,de-easy,791071402,other,Planungsbranche,Other,Personalverwaltung,medium,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
5,,1.0,en,1721395889,automotive,,Supply Chain Manager,,large,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
6,1/1/1980 0:00,8.0,de-easy,927430128,other,Dienstleistungen,IT Specialist,,small,False,True,False,True,True,2.0,Yes,Yes,No,2,True,True,False,False,False,False,True,2.0,3.0,5.0,1.0,4.0,4.0,3.0,,,,,,,,3d druck / additive fertigung,,,,,2.0,3.0,,,,,,2.0,4.0,,,,,,,,,No,No,,Überzeugung des Managements,Quantencomputing,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,36.0,3.5,True
7,,2.0,de-easy,1843023622,other,Maschinenbau,Other,Logistikexperte,large,False,True,True,True,True,2.0,Yes,Yes,No,2,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,,False
8,,4.0,de-easy,814322232,other,Bauindustrie,Other,Gesamtprojektleiter,large,False,True,False,True,True,2.0,Yes,Yes,Yes,2,True,False,False,False,False,False,True,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,*,,,,,2.0,4.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,23.0,3.5,True
9,,,de-easy,483946799,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
10,,,de-easy,1789085499,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
11,,4.0,de-easy,206238085,other,Bau,Other,Einiauf,large,False,False,False,True,False,2.0,Yes,No,No,2,False,False,True,False,False,False,False,2.0,3.0,2.0,4.0,1.0,1.0,2.0,,,,,,,,.,,,,,2.0,4.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.0,3.0,True
12,,,en,1579331330,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
13,1/1/1980 0:00,8.0,en,1809467868,consumer goods,,Supply Chain Manager,,medium,False,False,False,True,False,2.0,No,No,Yes,2,False,False,False,False,False,True,False,2.0,2.0,2.0,1.0,2.0,1.0,5.0,,,,,,,,big data analysis,,,,,2.0,4.0,,,,,,2.0,3.0,,,,,,,,,No,No,,2,Yes,,manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.0,3.5,True
14,,2.0,de-easy,2027617643,other,Milchwirtschaft ,Operations Manager,,large,True,False,False,True,False,2.0,Yes,No,Yes,2,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,,False
15,,,en,1240001148,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
16,,,en,1805242232,,,,,,False,False,False,False,False,0.0,,,,,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,False
17,1/1/1980 0:00,8.0,en,1486095683,other,FMCG,Operations Manager,,large,False,False,False,True,False,2.0,No,Yes,No,2,False,False,False,False,True,False,False,2.0,2.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,robitics,,,,,2.0,3.0,,,,,,2.0,4.0,,,,,,,,,Yes,No,,2,Yes,,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.0,3.5,True
